"Product Code","Amazon ASIN","Name","Sku Id","Selling Price","MRP","Cost Price","Quantity","Packaging Length (in cm)","Packaging Breadth (in cm)","Packaging Height (in cm)","Packaging Weight (in kg)","GST %","Image 1","Image 2","Image 3","Image 4","Image 5","Image 6","Image 7","Image 8","Image 9","Image 10","Video 1","Video 2","Product Type","Size Type","Size","Colour","Description","Return/Exchange Condition","Visibility","Size Chart","Pickup Address Code","HSN Code","Customisation Id","Associated Pixel","attr_Print /Pattern Type","attr_Style","attr_Colour Shade Name","attr_Pattern","attr_Colour","attr_Brand","attr_Usage Instructions","attr_Basic Colour","attr_Features 1","attr_Features 2","attr_Size","attr_Standard Size","attr_Colour Family","attr_Pattern Type","attr_Fabric Type","attr_Country_of_Origin","attr_Package Contents","attr_Thread Count (TC)","attr_Season","attr_Material","attr_Set includes","attr_Ideal For","attr_Key Features","attr_Durability","attr_Packaging","attr_Country of Origin","attr_Package contents","attr_Ideal for","attr_Color","attr_Work Type","attr_Quantity","attr_Colour Code","attr_Fabric Feel","attr_Features","attr_Additional Feature","attr_Bedsheet Dimensions"
"BOW_CLOUD_COMFORTERSET","","Cloud Cotton Premium King Size Frills Bedding Set - with Comforter","CLOUD_COMFORTERSET_4PC",6999,8999,3600,13,65,45,8,"4.2",18,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_1FW67TM1PD_2026-07-15_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_5FV0MLZ8IG_2026-07-15_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_PUIA1QW5FG_2026-07-15_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_OUYXUC3PLB_2026-07-15_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_IZW8Q5K317_2026-07-15_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Cloud_Cotton_Premium_King_Size_Frills_Bedding_Set___with_Comforter_Y8KKRCESU9_2026-07-15_6.png","","","","","","","","size","108 x 108 inches","","Wake up to the feeling of sleeping on a cloud.

Designed for those who appreciate soft textures and timeless elegance, this Bedding Set combines premium craftsmanship with everyday functionality.
Made from 100% Pure Bamboo Cotton, this bedding feels exceptionally soft against the skin while remaining incredibly lightweight and breathable.

The delicate bow print is paired with graceful double frills and handcrafted ribbon detailing, giving your bedroom an effortlessly elegant Pinterest-inspired aesthetic.
Whether you're styling your own bedroom or creating the perfect guest room, this bedding instantly elevates the space with a luxurious designer finish.

The generously sized 108 × 108 inch king-size bedsheet offers excellent mattress coverage, while the plush comforter provides cozy warmth without feeling heavy. 
Every detail from the premium fabric to the elegant trims has been thoughtfully designed to deliver unmatched comfort and refined style.
Bring home a bedding set that feels as beautiful as it looks.

Why You'll Love It:
- Crafted from 100% Pure Bamboo Cotton
- Premium ultra-soft luxury fabric
- Lightweight yet fluffy comforter for year-round comfort
- Breathable, skin-friendly and gentle on sensitive skin
- Elegant double frill detailing on comforter and pillow covers
- Premium ribbon embellishments for a designer finish
- Soft-touch finish with superior drape","2",true,"","Panipat_132103_0180d","","","","Minimal Bow Print with Double Frill & Ribbon Accents","Modern Romantic Luxury|  Pinterest Aesthetic | Minimal Elegant",,,,,,,,,,,"Powder Blue & Ivory White",,"100% Pure Bamboo Cotton",,"1 King Size Bedsheet (108 × 108 inches) , 1 Plush Lightweight Premium Comforter and 2 Large Pillow Covers",,,,,,,,,,,,,,,,,,,
"KD-IK-BLUSH-KDB-100","","Blush Ikat Pure Cotton Bedsheet Set","KD-IK-BLUSH-KDB",1299,2999,630,4,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_0C87NDCLU6_2026-03-14_3.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_JLW782KWB4_2026-03-14_1.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_8DTWDA3IR4_2026-03-14_2.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_H3V5QXEH4H_2026-03-14_4.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_B5F9DFNNQI_2026-03-14_5.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_W5TH2FS80I_2026-03-14_6.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_D1L7XCW7NK_2026-03-14_7.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_3ONV16BCZ4_2026-03-14_8.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_FVP5HXYLWX_2026-03-14_9.JPEG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/uGxo64Tc_Y7ZRQ7BNBB_2026-03-14_10.PNG","","","home__home_improvement__utility","size","100*108 inches","Blush Pink, Peach & Ivory","Add soft elegance to your bedroom with this Blush Ikat Pure Cotton Bedsheet Set. Crafted from breathable 100% cotton, it feels smooth, lightweight, and comfortable for everyday use while enhancing your space with subtle ethnic charm.","6",true,"","Panipat_132103_0180d","","","",,"Modern Ethnic | Elegant | Minimal Luxury",,"Ikat Print",,"Aaram Homes",,,,,,,,,,,,,,,"One double bedsheet and 2 large pillow covers",,,"Built with high-quality, durable materials","Eco-friendly packaging","India",,,"Blush Pink, Peach & Ivory",,,,,,,
"TLS-BB-BPS-QDB","","Blue Paisley Bedsheet Set with 2 cushions","TLS-BB-BPS-QDB",999,1999,350,6,62,34,6,"1.7",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_0XSATRL5MH_2026-05-06_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_89IWXXXWCE_2026-05-06_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_Q15S523WGW_2026-05-06_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/m1vtJbTZ_CFC7AZ55J5_2026-05-06_3.png","","","","","","","","","home__home_improvement__utility","size","90 x 100 Inches","Blue With Golden & White Accents","Give your bedroom a fresh, soothing makeover with this beautiful Blue Paisley Bed Sheet Set. The fabric feels super soft and comfy, and the set comes with a matching bedsheet, pillow covers, and two cute quilted cushions.
The rich blue colour with golden and white paisley details adds just the right touch of elegance- just calm and classy. If you love cozy vibes and pretty designs, this set will instantly make your room feel more warm, stylish, and inviting.

	•	Product Description: A blue paisley bed sheet set made of premium, soft fabric.
	•	Set Contents: Includes a bedsheet, pillow covers, and quilted cushions with fillers.
	•	Design and Aesthetic: Features a rich blue hue with golden and white swirls, creating a sophisticated and calming aesthetic.","6",true,"","Panipat_132103_0180d","","","",,"Traditional/Elegant",,"Paisley and Golden swirl","Blue With Golden & White Accents","Aaram Homes",,,,,"Bedsheet: 90 x 100 Inches
2 quilted pillow covers 18 x 28 inches
2 cushions with fillers 12 x 12 inches",,,,,,,,,"Cotton blend 180 GSM","1 Double Bedsheet + 2 Pillow Covers + 2 cushions with fillers","Home","Premium Quality","Built with high-quality, durable materials","Eco-friendly packaging","India",,,,,,,,,,
"KD-RJ-SBL-KDB","","Serene Blue (Lotus) Pure Cotton King Size Bedsheet Set","KD-RJ-SBL-KDB",1299,2499,600,8,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_QVPU17K6GN_2026-04-22_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_7O0VULLTHW_2026-04-22_2.PNG","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_4TP2ZPKKY3_2025-10-04_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_U00Z5TBPAL_2025-10-04_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/ojmtmuZU_F3PJOR1VAI_2025-10-04_3.png","","","","","","","","home__home_improvement__utility","size","100 x 108 Inches","Blue , Green & White","Crafted From Premium, Breathable Cotton, This Serene Blue Bedsheet Set Offers The Perfect Blend Of Comfort And Style.
 The Captivating Pattern Features Delicate Lotus Flowers In Shades Of Serene Blue And Cool Sage Green, Bringing A Touch Of Nature's Elegance Indoors.

Why You'll Love it:
-  Made From 100% Cotton
- Machine Washable And Fade-Resistant For Long-Lasting Beauty.
- Perfect For Adding A Touch Of Nature-Inspired Elegance To Your Home.","6",true,"","Panipat_132103_0180d","","","",,"Modern, Elegant, Nature-Inspired",,"Floral / Botanical (Lotus)","Blue , Green & White","Aaram Homes",,,,,"Bedsheet: 100 x 108 Inches And 2 large pillow covers",,,,,,,,,"Pure Cotton","1 Double Bedsheet + 2 Pillow Covers","Home","Premium Quality","Built with high-quality, durable materials",,"India",,,,,,,,,,
"KD-MDB-MGLD-SK","","Marigold Bloom Pure Cotton Super King size Bedsheet Set","KD-MDB-MGLD-SK",1499,3299,750,3,38,30,4,"1.3",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_AO8YBTU085_2026-01-03_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_3VZ3WLMVCU_2026-01-03_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_TN2XX91PRM_2026-01-03_3.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Marigold_Bloom_Pure_Cotton_Bedsheet_with_2_Pillow_Covers_MZL5UZRNIX_2026-01-03_4.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/qzHdrVJR_NU1M58S3AT_2026-05-21_1.png","","","","","","","","others_68c015dd317e68f10e190e4c__others__bedsheets","size","110*110 inches","","Brighten your bedroom with the warmth of nature using this pure cotton floral bedsheet featuring soft marigold and mustard blooms on an elegant ivory base.
Made from 100% breathable cotton, it feels light, skin-friendly, and soothing, perfect for everyday comfort and sun-lit modern homes.

Key Features:-
- 100% Pure Cotton Fabric – Soft, breathable, and gentle on the skin for all-night comfort.
- Elegant Floral Design – delicate marigold and mustard blooms.
- Skin-Friendly & Lightweight – Perfect for everyday use in all seasons.
- Fade-resistant floral patterns
- Soft & Comfortable Texture
- Easy Maintenance - Machine washable and quick drying

Perfect for Modern Homes – Brightens bedrooms with a warm, fresh, nature-inspired aesthetic.","6",true,"","Panipat_132103_0180d","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"AH-RUBY-JS-KDB","","Ruby Bloom Pure Cotton Bedsheet Set","AH-RUBY-JS-KDB",1399,2199,600,16,38,30,8,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_VSHIHU8QQ6_2026-06-13_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_C814O7SBF2_2026-06-13_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_4ZR9NQQWQV_2026-06-13_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_HP26YUPJA8_2026-06-13_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Ruby_Bloom_Pure_Cotton_Bedsheet_Set_9FDUBPSR69_2026-06-13_5.png","","","","","","","","","size","100 x 108 Inches","","Bring home the timeless charm of blooming florals and serene living spaces with the Ruby Blossom Cotton Bedsheet Set.
 Inspired by delicate botanical motifs and soft earthy accents, this bedsheet transforms your bedroom into a peaceful retreat where comfort meets understated elegance.
The crisp white base beautifully showcases scattered crimson floral blooms and subtle beige striped detailing, creating a refined balance between freshness and sophistication.
 Crafted from 100% pure cotton, it feels naturally soft, breathable, and comfortable against the skin, making every night's sleep more relaxing
.
Whether styled in a modern, minimal, or contemporary bedroom, the Ruby Blossom Bedsheet effortlessly adds warmth, elegance, and a touch of nature-inspired beauty to your space.

Why You'll Love It:-
✔ Made from 100% Pure Cotton
✔ Soft, breathable & skin-friendly fabric
✔ King Size bedsheet for comfortable coverage
✔ Elegant floral print with striped detailing
✔ Lightweight and suitable for all seasons
✔ Colorfast printing for long-lasting vibrancy
✔ Smooth finish for everyday comfort
✔ Easy to wash and maintain","6",true,"","Panipat_132103_0180d","","","","Botanical Floral Stripe Print","Classic botanical aesthetics",,,,,,,,,,,"Warm Neutral with Rich Red Accents",,,,"1 King Size Bedsheet + 2 Large Pillow Covers",,,,,,,,,,,,,,,,,,,
"Yellow-Quilted-Dohar","","Sunny Daisy Floral Reversible Quilted Dohar- with Wave Quilting Pattern","QD1-YLW-DAISY-QDH-QDB",1290,2199,640,15,40,35,6,"1.4",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_XBBUKU8PK5_2026-06-18_1.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_ZOIDZWKT63_2026-06-25_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_RI33JXFEIC_2026-06-18_2.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Sunny_Daisy_Floral_Reversible_Quilted_Dohar__with_Wave_Quilting_Pattern_IOFYV9I5AY_2026-06-18_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_CBFL20N4TP_2026-06-18_3.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_81V2HEH31C_2026-06-18_4.jpg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/YZ8JKpoF_YOLZY2J5P7_2026-06-18_5.jpg","","","","","","home__home_furnishing__bed_linen","size","90 x 100 Inches","Butter Yellow","Bring a touch of sunshine and comfort to your bedroom with the Sunny Daisy Reversible Quilted Dohar. Designed for year-round comfort, this lightweight quilted dohar features a cheerful daisy floral print on a soft butter-yellow base, complemented by a soothing reverse side. The elegant quilting enhances durability while providing a cozy, breathable feel ideal for air-conditioned rooms, mild winters, and comfortable summer nights.
Crafted for everyday use, this reversible dohar lets you refresh your bedroom decor instantly by simply flipping it over. Its soft-touch fabric, lightweight construction, and charming floral design make it a perfect addition to modern Indian homes.

Highlights of Quilted Dohar:
- Reversible quilted dohar with two coordinated designs
- Lightweight and breathable for all-season comfort
- Soft floral daisy pattern for a fresh bedroom look
- Ideal for AC rooms, summer nights, and mild winters
- Durable quilted stitching for long-lasting use
- Easy to fold, store, and maintain","2",true,"","Panipat_132103_0180d","","","",,"Modern Floral • Cozy Contemporary • Reversible Comfort",,"Daisy Floral Print with Wave Quilting Pattern",,,,,,,,,"Butter Yellow, Powder Blue, and Soft Green Accents",,,,"1  Double Bed Reversible Quilted Dohar",,,,,,,,,,,,,,,,,,,
"KD-MDB-BTFBL-SK","","Butterfly Bloom Blue Pure Cotton Bedsheet - with 2 Pillow Covers","KD-MDB-BTFBL-SK",1499,3599,750,0,38,30,4,"1.1",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_A2R66PK0VZ_2026-05-21_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_2AH25NJKPS_2026-05-21_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_D5VT3GLFWS_2026-01-03_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_4C6G8HPA3F_2026-01-03_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_TCSTV6GDGF_2026-01-03_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/QrLIV0me_Y1GUX6JYF8_2026-05-21_3.png","","","","","","","","size","110*110 inches","","Makeover your bedroom with this pure cotton floral bedsheet, designed with soothing blue botanical butterfly & flower prints on a soft white base.
Made from 100% breathable cotton, it offers all-day comfort while adding a fresh, modern elegance to your space. 
Perfect for everyday use and contemporary Indian homes.

Features delicate flowers, leafy vines, and butterfly-inspired motifs arranged in a graceful, modern layout.

Set Includes:
1 Bedsheet + 2 Matching Pillow Covers

Fabric:
100% Pure Cotton | Super Soft Touch | Breathable | Easy to Maintain 

Ideal For:
Daily use, summer comfort, modern & minimalist bedrooms","6",true,"","Panipat_132103_0180d","","","",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Gulbahar","","Blush Pink Gulbahar Handblock Printed Cotton Bedsheet Set","KD-SSK-BPGB-KDB",1349,2699,600,7,38,30,4,"1.2",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/NgJIjKDp_RKLV70JOJK_2026-02-08_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/NgJIjKDp_9IT97LU58N_2026-02-08_4.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/NgJIjKDp_692E1AQK5P_2026-02-08_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/NgJIjKDp_IZIXT7S020_2026-02-08_3.jpeg","","","","","","","","","","size","100*108 inches","Blush Pink","Add timeless elegance to your bedroom with this aeshtetic Blush  Pink Gulbahar Handblock Printed Cotton Bedsheet Set, crafted using traditional handblock printing techniques and natural colours.

 Featuring a soft blush pink base adorned with intricate floral vines and bird motifs, this bedsheet reflects the beauty of Indian craftsmanship blended with a gentle, pastel aesthetic.

Made from 100% pure cotton, this handblock printed bedsheet is breathable, skin-friendly, and perfect for year-round comfort. The use of eco-friendly natural dyes gives the fabric a soft, earthy finish while ensuring a calm and soothing sleep experience. Each piece is individually hand printed by skilled artisans, making every bedsheet unique in character and charm.
Ideal for customers searching for handblock printed aesthetic cotton bedsheets with natural dyes, this design brings warmth, elegance, and heritage luxury into modern homes.


Note : We strive to present our products as accurately as possible; however, slight variations in colour may occur due to photography and individual screen settings.","6",true,"","Panipat_132103_0180d","","","",,,,"Handcrafted Indian Bedding
Vintage Botanical
Pastel Heritage Luxury
Eco-friendly & Sustainable Home Linen","Traditional handblock printed floral and bird motif inspired by botanical gardens, finished with a detailed ornamental border.","Blush Pink / Soft Rose","Gentle hand wash or machine wash separately. Use mild detergent. Do not soak or bleach. Dry in shade to maintain natural colour.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"KD-FCS-BHCS-QDB","","Blush Harmony Comforter with Bedsheet Set","KD-FCS-BHCS-QDB",2249,3999,990,1,53,43,13,"3.8",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/P1aWhs4z_VDXVDOTI92_2026-01-26_1.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/P1aWhs4z_CK2MEL7BL7_2026-01-26_2.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/P1aWhs4z_WSWWOP5LAN_2026-01-26_3.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/P1aWhs4z_V6QBJAOKIL_2026-01-26_4.jpeg","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/P1aWhs4z_KSSE06LMSF_2026-01-26_5.jpeg","","","","","","","","home__home_improvement__utility","size","90*100 inches","Vintage Rose Colour","Create a cozy winter haven with the Blush Heritage Comforter Bedsheet Set, designed to bring warmth, comfort, and timeless charm to your bedroom. 
The plush comforter provides snug insulation for days & nights, while the matching bedsheet and pillow covers add a soft, coordinated look. 
Inspired by traditional Indian patterns with a modern touch, this set feels inviting, comforting, and effortlessly stylish. 
Perfect for all season use, it transforms your bed into a warm, restful retreat for peaceful sleep.

It includes:
- One double bedsheet
- 2 Pillow Covers
- One double bed reversible Comforter","6",true,"","Panipat_132103_0180d","","","","Traditional ethnic motif & Delicate floral elements arranged in subtle horizontal detailing",,,,,,,,,,,,"Vintage Rose Colour with ivory print",,"180gsm Imported Cotton blend","India","1 Double bedsheet + 2 pillow covers + 1 double bed reversible Comforter",,,,,,,,,,,,,,,,,,,
"AH-BLUEHEART-CS-QDB","","Midnight Hearts Reversible Comforter Set","AH-BLUEHEART-CS-QDB",2299,3999,1040,6,63,50,11,"4.5",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_GKUNDDM6M7_2026-05-28_2.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_LM5UMGJG6W_2026-05-28_3.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_AA6BI52BDY_2026-05-28_1.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_TE1FRL2M7A_2026-05-28_4.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_8UR0TI5QFL_2026-05-28_5.png","https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/Midnight_Hearts_Reversible_Comforter_Set_C13CF6159B_2026-05-28_6.png","","","","","","","","size","90 x 100 Inches","","Add a playful charm to your bedroom with the Aaram Homes Midnight Hearts Reversible Comforter Set.
Designed in a rich midnight navy base with vibrant multicolour heart motifs, this bedding set instantly brightens your space while maintaining a modern elegant aesthetic.
Crafted for everyday comfort and stylish interiors, the soft-touch fabric feels cozy and breathable, making it ideal for AC rooms and all-season use.

The reversible comforter offers two stylish looks in one, while the coordinated bedsheet and pillow covers create a complete designer bedroom setup.
Perfect for modern homes, gifting, newlywed bedrooms, guest rooms, and cozy aesthetic interiors.

Package Contents:
- 1 Reversible AC Comforter
- 1 Double Bedsheet
- 2 Pillow Covers","6",true,"","Panipat_132103_0180d","","","","Abstract Heart Print","Cozy Aesthetic Bedding",,,,,,,,,,,"Midnight Navy Blue | Multicolour Heart Print (Pink, Coral, Teal & Blue)",,,,"1 Reversible AC Comforter, 1 Double Bedsheet, 2 Pillow Covers",,,,,,,,,,,,,,,,,,,
"BOHO-TFT","","Bohemian Tufted Cotton Cushion Covers (Pack of 2) – 16x16 Inches","TLS-BOHO-TFT-CC-16x16-2PC_Sunflower",649,1899,280,8,25,15,2,"0.6",5,"https://s3.ap-south-1.amazonaws.com/nushop-catalogue/68c015dd317e68f10e190e4c/cat_img/BcyNN9g5_S0MWOR63TG_2026-04-22_3.png","","","","","","","","","","","","","size","Sunflower","Sunflower","Add a bold, artistic touch to your space with our Bohemian Tufted Cushion Covers. 
Crafted from premium bleached cotton, these covers feature rich, textured tufted detailing that instantly draws attention to your decor.
The heavy-quality fabric feels durable yet soft, while the embossed tufted work, that is created using advanced imported machines adds depth and a handcrafted look.
Designed to stand out, these cushion covers bring warmth, character, and a bohemian vibe to your living room or bedroom.

Perfect for layering with solids or mixing with prints, they make styling your home effortless and expressive.

Details:-
Fabric: Pure Cotton
Work: Embossed Tufted Detailing
Size: 16 x 16 inches
Quantity: Set of 2 Cushion Covers
Feel: Thick, textured, and premium finish","6",true,"","Panipat_132103_0180d","","","",,"Textured Contemporary",,"Bohemian Tufted  Textured Embossed Pattern",,,,,,,,"16 x 16 inches","Vibrant Multi-Colour Options",,"Pure Cotton",,,,,,,,,,,,,,,"Embossed Tufted Detailing","Pack of 2 Cushion Covers",,,,,
